Date,Product Code,Sales Quantity,Sales Revenue,Category,RAM,ROM,Model,Promo 1,Promo 2,Lead Time (days)
2022-07-25,1009,41,7380000,Realme,8,64,GT4,No,Yes,6
2022-07-25,2001,4,760000,Oneplus,6,128,10 pro,Yes,Yes,9
2022-07-25,2002,17,3230000,Poco,4,64,X4 Pro 5G,No,Yes,7
2022-07-25,2003,15,1350000,Motorola,4,256,Edge Plus,No,Yes,10
2022-07-25,2004,21,3780000,Nokia,12,64,X30 5G,Yes,Yes,6
2022-07-26,1001,27,4320000,Samsung,16,64,S23 Ultra,No,No,7
2022-07-26,1002,3,360000,Apple,16,128,Iphone 14 Pro Max,Yes,Yes,8
2022-07-26,1003,47,3290000,Huawei,8,64,P50 Ultra,Yes,No,13
2022-07-26,1004,11,1100000,Sony,4,128,Xperia 1,No,No,8
2022-07-26,1005,23,4370000,Oppo,4,512,Find x4,No,Yes,13
2022-07-26,1006,20,3600000,Vivo,4,512,X80,Yes,Yes,7
2022-07-26,1007,33,4290000,IQOO,8,256,11,Yes,Yes,5
2022-07-26,1008,1,100000,Xiaomi,16,256,13 Ultra,Yes,Yes,10
2022-07-26,1009,11,660000,Realme,12,512,GT4,Yes,No,9
2022-07-26,2001,20,2400000,Oneplus,6,512,10 pro,No,No,6
2022-07-26,2002,38,2280000,Poco,6,128,X4 Pro 5G,Yes,Yes,14
2022-07-26,2003,6,960000,Motorola,16,512,Edge Plus,No,No,9
2022-07-26,2004,6,840000,Nokia,8,256,X30 5G,Yes,No,13
2022-07-27,1001,38,3420000,Samsung,12,64,S23 Ultra,No,No,12
2022-07-27,1002,44,7040000,Apple,6,64,Iphone 14 Pro Max,Yes,No,7
2022-07-27,1003,32,2240000,Huawei,16,512,P50 Ultra,No,Yes,8
2022-07-27,1004,34,6120000,Sony,6,128,Xperia 1,Yes,Yes,6
2022-07-27,1005,28,1400000,Oppo,6,512,Find x4,No,No,14
2022-07-27,1006,35,4200000,Vivo,8,512,X80,No,No,12
2022-07-27,1007,29,5220000,IQOO,12,256,11,No,No,11
2022-07-27,1008,31,5580000,Xiaomi,12,512,13 Ultra,Yes,Yes,6
2022-07-27,1009,26,3900000,Realme,4,512,GT4,No,No,7
2022-07-27,2001,2,120000,Oneplus,6,256,10 pro,No,Yes,7
2022-07-27,2002,10,1000000,Poco,16,128,X4 Pro 5G,No,No,10
2022-07-27,2003,25,4000000,Motorola,4,512,Edge Plus,Yes,Yes,11
2022-07-27,2004,14,1400000,Nokia,4,64,X30 5G,Yes,No,14
2022-07-28,1001,48,7680000,Samsung,12,256,S23 Ultra,No,No,7
2022-07-28,1002,49,6370000,Apple,12,128,Iphone 14 Pro Max,Yes,Yes,12
2022-07-28,1003,10,600000,Huawei,6,256,P50 Ultra,Yes,Yes,9
2022-07-28,1004,13,1300000,Sony,16,256,Xperia 1,No,Yes,7
2022-07-28,1005,15,1350000,Oppo,8,256,Find x4,Yes,No,11
2022-07-28,1006,45,2700000,Vivo,16,64,X80,No,No,9
2022-07-28,1007,9,990000,IQOO,6,64,11,No,Yes,9
2022-07-28,1008,29,1450000,Xiaomi,6,512,13 Ultra,No,Yes,8
2022-07-28,1009,24,2640000,Realme,6,512,GT4,No,No,14
2022-07-28,2001,23,2990000,Oneplus,16,512,10 pro,Yes,Yes,10
2022-07-28,2002,37,5550000,Poco,12,128,X4 Pro 5G,No,No,7
2022-07-28,2003,37,5180000,Motorola,4,512,Edge Plus,No,Yes,13
2022-07-28,2004,22,3960000,Nokia,16,512,X30 5G,No,No,8
2022-07-29,1001,37,4440000,Samsung,12,64,S23 Ultra,Yes,No,13
2022-07-29,1002,43,3440000,Apple,6,64,Iphone 14 Pro Max,No,Yes,11
2022-07-29,1003,50,4500000,Huawei,8,64,P50 Ultra,No,No,12
2022-07-29,1004,48,9120000,Sony,8,256,Xperia 1,Yes,No,9
2022-07-29,1005,30,3900000,Oppo,8,256,Find x4,Yes,No,11
2022-07-29,1006,31,3410000,Vivo,6,128,X80,No,No,7
2022-07-29,1007,8,880000,IQOO,6,512,11,Yes,No,11
2022-07-29,1008,9,1620000,Xiaomi,6,128,13 Ultra,Yes,Yes,13
2022-07-29,1009,21,3570000,Realme,6,64,GT4,Yes,No,8
2022-07-29,2001,48,8640000,Oneplus,12,512,10 pro,No,No,9
2022-07-29,2002,43,8600000,Poco,16,256,X4 Pro 5G,No,No,10
2022-07-29,2003,32,2880000,Motorola,4,512,Edge Plus,Yes,Yes,12
2022-07-29,2004,41,7790000,Nokia,4,512,X30 5G,Yes,No,8
2022-07-30,1001,34,5780000,Samsung,16,256,S23 Ultra,No,Yes,13
2022-07-30,1002,12,1440000,Apple,8,128,Iphone 14 Pro Max,No,No,9
2022-07-30,1003,38,6840000,Huawei,12,128,P50 Ultra,No,Yes,11
2022-07-30,1004,7,1120000,Sony,8,256,Xperia 1,No,Yes,6
2022-07-30,1005,38,6080000,Oppo,4,256,Find x4,Yes,No,7
2022-07-30,1006,12,1080000,Vivo,16,64,X80,No,Yes,14
2022-07-30,1007,32,1920000,IQOO,12,64,11,Yes,Yes,6
2022-07-30,1008,19,2090000,Xiaomi,16,512,13 Ultra,No,No,12
2022-07-30,1009,29,2900000,Realme,6,64,GT4,No,Yes,5
2022-07-30,2001,48,9120000,Oneplus,4,512,10 pro,No,Yes,13
2022-07-30,2002,10,1400000,Poco,12,512,X4 Pro 5G,Yes,Yes,5
2022-07-30,2003,9,1260000,Motorola,12,64,Edge Plus,No,No,10
2022-07-30,2004,6,660000,Nokia,12,64,X30 5G,Yes,No,6
2022-07-31,1001,25,1750000,Samsung,6,128,S23 Ultra,No,No,10
2022-07-31,1002,15,3000000,Apple,8,128,Iphone 14 Pro Max,Yes,No,7
2022-07-31,1003,33,3960000,Huawei,4,64,P50 Ultra,No,Yes,12
2022-07-31,1004,44,6600000,Sony,4,256,Xperia 1,No,Yes,10
2022-07-31,1005,47,6110000,Oppo,16,256,Find x4,Yes,Yes,9
2022-07-31,1006,14,2520000,Vivo,4,128,X80,Yes,No,9
2022-07-31,1007,27,2970000,IQOO,4,512,11,No,Yes,12
2022-07-31,1008,33,4620000,Xiaomi,8,128,13 Ultra,Yes,Yes,9
2022-07-31,1009,35,4200000,Realme,16,512,GT4,No,Yes,6
2022-07-31,2001,32,1920000,Oneplus,12,256,10 pro,Yes,No,7
2022-07-31,2002,7,1400000,Poco,16,512,X4 Pro 5G,No,No,10
2022-07-31,2003,14,1400000,Motorola,4,64,Edge Plus,No,Yes,13
2022-07-31,2004,30,2400000,Nokia,8,512,X30 5G,No,Yes,6
2022-08-01,1001,43,5590000,Samsung,12,128,S23 Ultra,Yes,Yes,7
2022-08-01,1002,31,1550000,Apple,8,256,Iphone 14 Pro Max,Yes,No,13
2022-08-01,1003,1,70000,Huawei,8,256,P50 Ultra,Yes,No,14
2022-08-01,1004,25,3250000,Sony,12,256,Xperia 1,Yes,No,12
2022-08-01,1005,39,1950000,Oppo,8,256,Find x4,No,Yes,9
2022-08-01,1006,33,3960000,Vivo,16,64,X80,No,No,7
2022-08-01,1007,34,6120000,IQOO,8,256,11,Yes,No,5
2022-08-01,1008,27,3240000,Xiaomi,12,128,13 Ultra,No,Yes,13
2022-08-01,1009,38,3420000,Realme,16,64,GT4,Yes,No,6
2022-08-01,2001,49,3430000,Oneplus,6,128,10 pro,No,No,7
2022-08-01,2002,27,5130000,Poco,4,64,X4 Pro 5G,No,No,6
2022-08-01,2003,23,3910000,Motorola,4,512,Edge Plus,No,No,13
2022-08-01,2004,6,300000,Nokia,16,256,X30 5G,No,No,14
2022-08-02,1001,26,2340000,Samsung,8,512,S23 Ultra,Yes,Yes,10
2022-08-02,1002,42,5460000,Apple,12,512,Iphone 14 Pro Max,No,No,5
2022-08-02,1003,29,2320000,Huawei,4,512,P50 Ultra,No,No,14
2022-08-02,1004,45,7650000,Sony,16,128,Xperia 1,No,Yes,8
2022-08-02,1005,27,1890000,Oppo,16,256,Find x4,Yes,No,6
2022-08-02,1006,50,7000000,Vivo,16,64,X80,No,No,11
2022-08-02,1007,5,1000000,IQOO,6,128,11,Yes,No,14
2022-08-02,1008,18,1980000,Xiaomi,12,64,13 Ultra,Yes,Yes,7
2022-08-02,1009,43,4730000,Realme,6,512,GT4,Yes,No,6
2022-08-02,2001,11,1430000,Oneplus,6,256,10 pro,Yes,No,14
2022-08-02,2002,42,2100000,Poco,16,128,X4 Pro 5G,Yes,No,10
2022-08-02,2003,2,120000,Motorola,8,128,Edge Plus,No,No,14
2022-08-02,2004,13,2470000,Nokia,4,512,X30 5G,Yes,Yes,9
2022-08-03,1001,18,1800000,Samsung,6,128,S23 Ultra,No,Yes,14
2022-08-03,1002,2,100000,Apple,12,512,Iphone 14 Pro Max,Yes,No,9
2022-08-03,1003,28,2520000,Huawei,16,64,P50 Ultra,No,No,13
2022-08-03,1004,45,9000000,Sony,16,128,Xperia 1,No,No,10
2022-08-03,1005,29,4060000,Oppo,12,256,Find x4,Yes,No,12
2022-08-03,1006,28,2240000,Vivo,16,256,X80,No,Yes,6
2022-08-03,1007,16,2720000,IQOO,4,128,11,Yes,No,5
2022-08-03,1008,18,1980000,Xiaomi,16,64,13 Ultra,No,No,9
2022-08-03,1009,13,2600000,Realme,6,64,GT4,Yes,No,12
2022-08-03,2001,2,260000,Oneplus,16,512,10 pro,Yes,Yes,11
2022-08-03,2002,50,9000000,Poco,8,256,X4 Pro 5G,Yes,No,12
2022-08-03,2003,42,4200000,Motorola,8,128,Edge Plus,Yes,No,12
2022-08-03,2004,14,840000,Nokia,6,256,X30 5G,No,Yes,9
2022-08-04,1001,42,5880000,Samsung,6,128,S23 Ultra,No,No,9
2022-08-04,1002,40,7200000,Apple,4,256,Iphone 14 Pro Max,Yes,Yes,5
2022-08-04,1003,35,5950000,Huawei,8,256,P50 Ultra,Yes,Yes,10
2022-08-04,1004,45,3600000,Sony,6,512,Xperia 1,Yes,No,14
2022-08-04,1005,19,2660000,Oppo,8,512,Find x4,No,No,12
2022-08-04,1006,8,720000,Vivo,4,128,X80,No,No,11
2022-08-04,1007,50,2500000,IQOO,8,128,11,No,Yes,8
2022-08-04,1008,2,240000,Xiaomi,6,128,13 Ultra,No,Yes,12
2022-08-04,1009,19,1520000,Realme,8,512,GT4,No,Yes,6
2022-08-04,2001,6,1080000,Oneplus,16,64,10 pro,No,Yes,5
2022-08-04,2002,40,7600000,Poco,8,512,X4 Pro 5G,Yes,No,14
2022-08-04,2003,9,1170000,Motorola,8,64,Edge Plus,No,Yes,9
2022-08-04,2004,10,1700000,Nokia,12,64,X30 5G,No,No,8
2022-08-05,1001,42,4200000,Samsung,6,128,S23 Ultra,Yes,Yes,10
2022-08-05,1002,18,2340000,Apple,12,512,Iphone 14 Pro Max,No,No,12
2022-08-05,1003,3,300000,Huawei,16,128,P50 Ultra,Yes,No,8
2022-08-05,1004,39,2340000,Sony,12,256,Xperia 1,Yes,Yes,10
2022-08-05,1005,12,1080000,Oppo,6,256,Find x4,Yes,No,14
2022-08-05,1006,7,560000,Vivo,16,256,X80,No,No,10
2022-08-05,1007,39,2340000,IQOO,4,256,11,No,Yes,10
2022-08-05,1008,48,2400000,Xiaomi,8,512,13 Ultra,Yes,No,9
2022-08-05,1009,23,1840000,Realme,16,256,GT4,Yes,No,14
2022-08-05,2001,48,3840000,Oneplus,4,128,10 pro,Yes,No,9
2022-08-05,2002,21,2940000,Poco,4,128,X4 Pro 5G,No,No,6
2022-08-05,2003,9,990000,Motorola,8,64,Edge Plus,Yes,Yes,13
2022-08-05,2004,44,6160000,Nokia,8,256,X30 5G,No,Yes,9
2022-08-06,1001,26,2340000,Samsung,8,64,S23 Ultra,Yes,No,12
2022-08-06,1002,9,630000,Apple,6,512,Iphone 14 Pro Max,No,Yes,9
2022-08-06,1003,35,4200000,Huawei,16,64,P50 Ultra,No,No,14
2022-08-06,1004,29,5510000,Sony,16,64,Xperia 1,Yes,Yes,13
2022-08-06,1005,32,5440000,Oppo,4,256,Find x4,No,Yes,12
2022-08-06,1006,22,3080000,Vivo,12,128,X80,No,Yes,8
2022-08-06,1007,8,880000,IQOO,8,64,11,No,Yes,9
2022-08-06,1008,16,2880000,Xiaomi,16,64,13 Ultra,Yes,Yes,7
2022-08-06,1009,14,2800000,Realme,6,256,GT4,Yes,Yes,10
2022-08-06,2001,24,3360000,Oneplus,16,256,10 pro,No,No,7
2022-08-06,2002,42,2520000,Poco,4,128,X4 Pro 5G,No,Yes,11
2022-08-06,2003,20,3000000,Motorola,16,64,Edge Plus,No,Yes,11
2022-08-06,2004,29,2610000,Nokia,4,256,X30 5G,No,No,14
2022-08-07,1001,36,6480000,Samsung,16,512,S23 Ultra,No,Yes,7
2022-08-07,1002,23,3680000,Apple,6,64,Iphone 14 Pro Max,Yes,No,10
2022-08-07,1003,24,3120000,Huawei,8,256,P50 Ultra,Yes,No,7
2022-08-07,1004,28,1400000,Sony,4,64,Xperia 1,Yes,No,5
2022-08-07,1005,47,4700000,Oppo,8,512,Find x4,Yes,Yes,9
2022-08-07,1006,44,2200000,Vivo,16,64,X80,No,Yes,9
2022-08-07,1007,37,5180000,IQOO,12,128,11,No,Yes,6
2022-08-07,1008,38,2280000,Xiaomi,16,128,13 Ultra,Yes,Yes,6
2022-08-07,1009,49,2450000,Realme,12,256,GT4,Yes,No,7
2022-08-07,2001,38,3420000,Oneplus,8,128,10 pro,No,Yes,5
2022-08-07,2002,4,360000,Poco,8,512,X4 Pro 5G,Yes,Yes,10
2022-08-07,2003,20,3200000,Motorola,4,128,Edge Plus,No,No,7
2022-08-07,2004,50,8000000,Nokia,16,512,X30 5G,Yes,No,5
2022-08-08,1001,29,3190000,Samsung,12,512,S23 Ultra,Yes,Yes,12
2022-08-08,1002,40,4800000,Apple,8,64,Iphone 14 Pro Max,No,No,10
2022-08-08,1003,45,3150000,Huawei,6,128,P50 Ultra,No,No,11
2022-08-08,1004,25,1750000,Sony,8,512,Xperia 1,Yes,Yes,5
2022-08-08,1005,48,2880000,Oppo,8,256,Find x4,No,No,11
2022-08-08,1006,40,6400000,Vivo,4,128,X80,No,Yes,11
2022-08-08,1007,37,7400000,IQOO,16,256,11,No,Yes,5
2022-08-08,1008,19,950000,Xiaomi,4,256,13 Ultra,No,Yes,11
2022-08-08,1009,16,2880000,Realme,16,64,GT4,No,Yes,14
2022-08-08,2001,21,1050000,Oneplus,12,256,10 pro,No,Yes,14
2022-08-08,2002,21,1260000,Poco,6,256,X4 Pro 5G,Yes,No,10
2022-08-08,2003,15,2400000,Motorola,4,512,Edge Plus,No,No,7
2022-08-08,2004,39,3900000,Nokia,4,128,X30 5G,Yes,Yes,13
2022-08-09,1001,25,2750000,Samsung,12,64,S23 Ultra,Yes,No,6
2022-08-09,1002,9,540000,Apple,12,256,Iphone 14 Pro Max,No,Yes,14
2022-08-09,1003,4,680000,Huawei,12,128,P50 Ultra,Yes,No,11
2022-08-09,1004,32,5120000,Sony,12,128,Xperia 1,No,No,7
2022-08-09,1005,26,4420000,Oppo,12,256,Find x4,Yes,Yes,6
2022-08-09,1006,37,2960000,Vivo,6,64,X80,No,Yes,8
2022-08-09,1007,14,2520000,IQOO,16,128,11,No,Yes,8
2022-08-09,1008,40,3200000,Xiaomi,4,256,13 Ultra,No,No,14
2022-08-09,1009,45,6300000,Realme,8,64,GT4,Yes,Yes,6
2022-08-09,2001,3,480000,Oneplus,12,512,10 pro,No,No,7
2022-08-09,2002,2,160000,Poco,4,64,X4 Pro 5G,No,No,5
2022-08-09,2003,1,150000,Motorola,4,128,Edge Plus,No,No,10
2022-08-09,2004,12,2040000,Nokia,6,64,X30 5G,Yes,No,11
2022-08-10,1001,23,3450000,Samsung,6,256,S23 Ultra,Yes,No,13
2022-08-10,1002,49,2450000,Apple,16,512,Iphone 14 Pro Max,No,Yes,10
2022-08-10,1003,23,3680000,Huawei,12,256,P50 Ultra,No,Yes,14
2022-08-10,1004,19,1140000,Sony,12,512,Xperia 1,Yes,Yes,14
2022-08-10,1005,31,3100000,Oppo,16,256,Find x4,No,No,8
2022-08-10,1006,13,1170000,Vivo,8,256,X80,Yes,Yes,8
2022-08-10,1007,47,7050000,IQOO,12,128,11,No,Yes,13
2022-08-10,1008,13,1170000,Xiaomi,12,256,13 Ultra,Yes,No,6
2022-08-10,1009,4,440000,Realme,6,512,GT4,No,No,11
2022-08-10,2001,6,1020000,Oneplus,6,128,10 pro,Yes,No,10
2022-08-10,2002,11,2200000,Poco,16,512,X4 Pro 5G,Yes,No,14
2022-08-10,2003,2,280000,Motorola,12,128,Edge Plus,No,No,10
2022-08-10,2004,14,2520000,Nokia,6,512,X30 5G,No,Yes,7
2022-08-11,1001,5,350000,Samsung,8,512,S23 Ultra,Yes,Yes,14
2022-08-11,1002,12,2040000,Apple,6,64,Iphone 14 Pro Max,No,Yes,7
2022-08-11,1003,4,520000,Huawei,16,64,P50 Ultra,Yes,Yes,11
2022-08-11,1004,19,1520000,Sony,8,128,Xperia 1,No,Yes,7
2022-08-11,1005,49,3920000,Oppo,12,512,Find x4,Yes,Yes,10
2022-08-11,1006,31,5270000,Vivo,8,128,X80,Yes,Yes,6
2022-08-11,1007,45,3600000,IQOO,6,512,11,No,Yes,8
2022-08-11,1008,13,1170000,Xiaomi,8,64,13 Ultra,No,No,6
2022-08-11,1009,34,2720000,Realme,16,256,GT4,Yes,Yes,6
2022-08-11,2001,26,4940000,Oneplus,8,128,10 pro,No,Yes,7
2022-08-11,2002,48,3840000,Poco,16,512,X4 Pro 5G,Yes,No,10
2022-08-11,2003,7,560000,Motorola,6,128,Edge Plus,Yes,Yes,8
2022-08-11,2004,20,2600000,Nokia,4,64,X30 5G,Yes,No,9
2022-08-12,1001,19,1330000,Samsung,4,256,S23 Ultra,No,No,5
2022-08-12,1002,19,950000,Apple,16,128,Iphone 14 Pro Max,No,Yes,10
2022-08-12,1003,30,5100000,Huawei,4,64,P50 Ultra,Yes,Yes,6
2022-08-12,1004,48,6240000,Sony,6,256,Xperia 1,Yes,Yes,12
2022-08-12,1005,39,5460000,Oppo,4,512,Find x4,No,No,10
2022-08-12,1006,19,1710000,Vivo,6,128,X80,No,Yes,9
2022-08-12,1007,26,3380000,IQOO,12,64,11,Yes,No,10
2022-08-12,1008,21,2100000,Xiaomi,6,64,13 Ultra,Yes,No,9
2022-08-12,1009,23,3910000,Realme,4,256,GT4,Yes,No,12
2022-08-12,2001,34,4080000,Oneplus,16,512,10 pro,Yes,No,9
2022-08-12,2002,25,3500000,Poco,4,256,X4 Pro 5G,No,Yes,5
2022-08-12,2003,38,5320000,Motorola,8,128,Edge Plus,Yes,Yes,5
2022-08-12,2004,17,2040000,Nokia,4,512,X30 5G,Yes,Yes,12
2022-08-13,1001,15,2700000,Samsung,8,512,S23 Ultra,Yes,No,6
2022-08-13,1002,23,3910000,Apple,16,256,Iphone 14 Pro Max,No,No,9
2022-08-13,1003,29,4060000,Huawei,6,64,P50 Ultra,Yes,No,12
2022-08-13,1004,26,4160000,Sony,4,512,Xperia 1,No,No,5
2022-08-13,1005,15,2550000,Oppo,16,512,Find x4,Yes,No,8
2022-08-13,1006,37,2960000,Vivo,8,64,X80,Yes,Yes,13
2022-08-13,1007,34,5440000,IQOO,6,64,11,Yes,Yes,10
2022-08-13,1008,30,2700000,Xiaomi,8,256,13 Ultra,Yes,Yes,12
2022-08-13,1009,15,900000,Realme,16,512,GT4,Yes,Yes,13
2022-08-13,2001,29,1450000,Oneplus,4,512,10 pro,Yes,No,8
2022-08-13,2002,16,1440000,Poco,16,64,X4 Pro 5G,Yes,No,11
2022-08-13,2003,39,7410000,Motorola,12,128,Edge Plus,No,No,5
2022-08-13,2004,27,2430000,Nokia,6,128,X30 5G,Yes,Yes,13
2022-08-14,1001,13,780000,Samsung,16,256,S23 Ultra,No,Yes,12
2022-08-14,1002,17,3400000,Apple,16,512,Iphone 14 Pro Max,Yes,Yes,12
2022-08-14,1003,1,160000,Huawei,4,256,P50 Ultra,No,Yes,8
2022-08-14,1004,37,5550000,Sony,8,256,Xperia 1,No,No,8
2022-08-14,1005,21,3780000,Oppo,16,512,Find x4,No,No,12
2022-08-14,1006,41,3280000,Vivo,6,64,X80,No,No,12
2022-08-14,1007,43,6880000,IQOO,16,256,11,No,Yes,9
2022-08-14,1008,38,4560000,Xiaomi,6,64,13 Ultra,No,No,8
2022-08-14,1009,45,8100000,Realme,8,64,GT4,No,No,6
2022-08-14,2001,38,1900000,Oneplus,4,512,10 pro,Yes,No,12
2022-08-14,2002,48,4320000,Poco,6,64,X4 Pro 5G,Yes,Yes,11
2022-08-14,2003,8,640000,Motorola,12,512,Edge Plus,No,No,12
2022-08-14,2004,46,8280000,Nokia,12,64,X30 5G,Yes,No,7
2022-08-15,1001,21,1470000,Samsung,8,512,S23 Ultra,No,No,5
2022-08-15,1002,24,1680000,Apple,16,128,Iphone 14 Pro Max,Yes,No,7
2022-08-15,1003,12,840000,Huawei,6,512,P50 Ultra,No,Yes,5
2022-08-15,1004,35,4200000,Sony,16,64,Xperia 1,Yes,No,12
2022-08-15,1005,6,1200000,Oppo,16,128,Find x4,No,No,10
2022-08-15,1006,38,2280000,Vivo,16,256,X80,Yes,No,8
2022-08-15,1007,47,8460000,IQOO,8,128,11,No,No,7
2022-08-15,1008,13,2340000,Xiaomi,12,512,13 Ultra,No,No,14
2022-08-15,1009,24,3840000,Realme,12,64,GT4,Yes,Yes,10
2022-08-15,2001,36,5040000,Oneplus,6,128,10 pro,No,No,7
2022-08-15,2002,46,7360000,Poco,16,256,X4 Pro 5G,Yes,Yes,9
2022-08-15,2003,23,4600000,Motorola,12,128,Edge Plus,Yes,Yes,11
2022-08-15,2004,44,7920000,Nokia,16,64,X30 5G,No,Yes,9
2022-08-16,1001,23,4140000,Samsung,12,128,S23 Ultra,Yes,No,11
2022-08-16,1002,11,1870000,Apple,16,128,Iphone 14 Pro Max,Yes,No,12
2022-08-16,1003,41,5330000,Huawei,8,128,P50 Ultra,Yes,No,8
2022-08-16,1004,28,5600000,Sony,6,512,Xperia 1,Yes,Yes,5
2022-08-16,1005,18,2700000,Oppo,8,64,Find x4,No,No,11
2022-08-16,1006,19,950000,Vivo,12,256,X80,No,Yes,12
2022-08-16,1007,50,3500000,IQOO,8,64,11,Yes,Yes,11
2022-08-16,1008,24,2160000,Xiaomi,4,64,13 Ultra,No,No,7
2022-08-16,1009,5,700000,Realme,16,128,GT4,No,Yes,8
2022-08-16,2001,8,1520000,Oneplus,6,128,10 pro,No,No,7
2022-08-16,2002,29,5800000,Poco,16,256,X4 Pro 5G,Yes,No,13
2022-08-16,2003,42,5880000,Motorola,12,128,Edge Plus,No,Yes,14
2022-08-16,2004,26,3380000,Nokia,8,128,X30 5G,Yes,No,11
2022-08-17,1001,20,1200000,Samsung,4,512,S23 Ultra,Yes,Yes,9
2022-08-17,1002,29,5220000,Apple,12,128,Iphone 14 Pro Max,No,Yes,8
2022-08-17,1003,41,2870000,Huawei,8,64,P50 Ultra,Yes,No,6
2022-08-17,1004,33,6600000,Sony,6,64,Xperia 1,No,Yes,14
2022-08-17,1005,33,5940000,Oppo,16,128,Find x4,Yes,Yes,11
2022-08-17,1006,9,1170000,Vivo,4,64,X80,Yes,Yes,13
2022-08-17,1007,7,420000,IQOO,8,64,11,No,No,12
2022-08-17,1008,15,2400000,Xiaomi,16,256,13 Ultra,Yes,Yes,10
2022-08-17,1009,31,4340000,Realme,8,128,GT4,Yes,Yes,7
2022-08-17,2001,12,2040000,Oneplus,16,256,10 pro,Yes,No,9
2022-08-17,2002,33,2640000,Poco,8,512,X4 Pro 5G,Yes,No,8
2022-08-17,2003,23,3220000,Motorola,6,128,Edge Plus,No,Yes,5
2022-08-17,2004,3,270000,Nokia,8,256,X30 5G,Yes,Yes,7
2022-08-18,1001,34,5440000,Samsung,6,128,S23 Ultra,Yes,No,10
2022-08-18,1002,14,2240000,Apple,12,128,Iphone 14 Pro Max,Yes,No,11
2022-08-18,1003,23,1380000,Huawei,6,64,P50 Ultra,No,No,12
2022-08-18,1004,7,1400000,Sony,4,256,Xperia 1,No,No,14
2022-08-18,1005,1,110000,Oppo,6,256,Find x4,Yes,No,13
2022-08-18,1006,8,640000,Vivo,16,512,X80,No,No,8
2022-08-18,1007,8,1280000,IQOO,12,512,11,No,No,8
2022-08-18,1008,22,3740000,Xiaomi,6,256,13 Ultra,No,Yes,13
2022-08-18,1009,47,6580000,Realme,12,128,GT4,Yes,Yes,6
2022-08-18,2001,10,600000,Oneplus,16,512,10 pro,No,Yes,13
2022-08-18,2002,46,4600000,Poco,6,256,X4 Pro 5G,Yes,Yes,12
2022-08-18,2003,6,540000,Motorola,4,256,Edge Plus,No,No,12
2022-08-18,2004,48,5760000,Nokia,4,128,X30 5G,No,Yes,13
2022-08-19,1001,30,3000000,Samsung,16,64,S23 Ultra,No,No,12
2022-08-19,1002,15,1500000,Apple,4,64,Iphone 14 Pro Max,No,Yes,9
2022-08-19,1003,6,660000,Huawei,8,512,P50 Ultra,Yes,Yes,7
2022-08-19,1004,18,2520000,Sony,16,512,Xperia 1,Yes,Yes,7
2022-08-19,1005,3,570000,Oppo,6,512,Find x4,Yes,Yes,11
2022-08-19,1006,37,6290000,Vivo,8,512,X80,Yes,No,10
2022-08-19,1007,50,7500000,IQOO,8,512,11,No,No,13
2022-08-19,1008,21,2100000,Xiaomi,4,512,13 Ultra,Yes,Yes,10
2022-08-19,1009,14,2240000,Realme,6,512,GT4,No,No,11
2022-08-19,2001,3,150000,Oneplus,8,128,10 pro,No,No,8
2022-08-19,2002,29,3770000,Poco,16,128,X4 Pro 5G,No,No,6
2022-08-19,2003,33,2640000,Motorola,8,64,Edge Plus,Yes,No,10
2022-08-19,2004,26,2080000,Nokia,6,64,X30 5G,Yes,No,10
2022-08-20,1001,36,5400000,Samsung,12,64,S23 Ultra,No,No,5
2022-08-20,1002,33,3960000,Apple,16,64,Iphone 14 Pro Max,No,Yes,5
2022-08-20,1003,24,2400000,Huawei,4,256,P50 Ultra,No,Yes,7
2022-08-20,1004,29,4640000,Sony,6,64,Xperia 1,No,No,14
2022-08-20,1005,46,7820000,Oppo,12,512,Find x4,Yes,No,10
2022-08-20,1006,10,1500000,Vivo,12,64,X80,No,Yes,13
2022-08-20,1007,17,1700000,IQOO,12,256,11,Yes,No,5
2022-08-20,1008,26,4160000,Xiaomi,6,256,13 Ultra,Yes,Yes,14
2022-08-20,1009,35,3850000,Realme,12,256,GT4,No,Yes,7
2022-08-20,2001,8,1520000,Oneplus,4,128,10 pro,Yes,Yes,10
2022-08-20,2002,13,1560000,Poco,6,64,X4 Pro 5G,No,No,9
2022-08-20,2003,44,6600000,Motorola,8,64,Edge Plus,No,Yes,14
2022-08-20,2004,21,3570000,Nokia,12,128,X30 5G,Yes,No,12
2022-08-21,1001,22,3960000,Samsung,16,128,S23 Ultra,No,Yes,10
2022-08-21,1002,38,4180000,Apple,4,128,Iphone 14 Pro Max,No,Yes,8
2022-08-21,1003,46,7360000,Huawei,16,64,P50 Ultra,No,No,8
2022-08-21,1004,2,320000,Sony,8,64,Xperia 1,No,Yes,6
2022-08-21,1005,29,3190000,Oppo,16,64,Find x4,No,Yes,8
2022-08-21,1006,6,840000,Vivo,12,64,X80,Yes,No,10
2022-08-21,1007,21,1260000,IQOO,4,256,11,Yes,Yes,9
2022-08-21,1008,7,1330000,Xiaomi,6,128,13 Ultra,Yes,Yes,8
2022-08-21,1009,48,3360000,Realme,8,64,GT4,Yes,Yes,12
2022-08-21,2001,21,4200000,Oneplus,6,128,10 pro,Yes,Yes,8
2022-08-21,2002,24,2400000,Poco,12,64,X4 Pro 5G,Yes,Yes,12
2022-08-21,2003,38,5320000,Motorola,6,512,Edge Plus,Yes,Yes,9
